"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","MoSold","YrSold","SaleCondition","SalePrice"
"490",490,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Residential Medium Density",21,1526,"Regular","Inside lot","Meadow Village","Twnhs","Split Foyer",4,8,1970,2002,"Gable","Cement Board","CmentBd","None",0,"Average/Typical","Cinder Block","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",515,"Unfinished",0,115,630,"Average/Typical",630,0,0,630,1,0,1,0,1,1,3,0,"No Fireplace","Attached to home",1970,"Unfinished",1,286,0,0,0,0,0,0,"No Fence",0,5,2009,"Normal Sale",86000
"491",491,"2-STORY PUD - 1946 and NEWER","Residential Medium Density",69,2665,"Regular","Inside lot","Meadow Village","Townhouse End Unit","Two story",5,6,1976,1976,"Gable","Cement Board","CmentBd","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",0,"Unfinished",0,264,264,"Average/Typical",616,688,0,1304,0,0,1,1,3,1,4,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",1976,"Finished",1,336,141,24,0,0,0,0,"No Fence",0,6,2008,"Normal Sale",115000
"492",492,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",79,9490,"Regular","Inside lot","NAmes","Single-family Detached","One and one-half story: 2nd level finished",6,7,1941,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",403,"Average Rec Room",165,238,806,"Average/Typical",958,620,0,1578,1,0,1,0,3,1,5,2,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1941,"Unfinished",1,240,0,0,32,0,0,0,"Minimum Privacy",0,8,2006,"Normal Sale",133000
"493",493,"2-STORY 1946 and NEWER","Residential Low Density",105,15578,"Slightly irregular","Corner lot","Gilbert","Single-family Detached","Two story",6,5,2006,2006,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,728,728,"Good",728,728,0,1456,0,0,2,1,3,1,8,0,"No Fireplace","Attached to home",2006,"Rough Finished",2,429,0,0,0,0,0,0,"No Fence",0,5,2006,"Home was not completed when last assessed (associated with New Homes)",172785
"494",494,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,7931,"Regular","Inside lot","NAmes","Single-family Detached","One story",5,6,1960,1960,"Gable","Brick Face","Wood Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",374,"Low Quality",532,363,1269,"Average/Typical",1269,0,0,1269,0,0,1,1,3,1,6,1,"Fair - Prefabricated Fireplace in basement","Detached from home",1964,"Unfinished",1,308,0,0,0,0,0,0,"No Fence",0,6,2008,"Normal Sale",155000
"495",495,"1-STORY 1945 and OLDER","Residential Medium Density",50,5784,"Regular","Inside lot","Old Town","Single-family Detached","One story",5,8,1938,1996,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Brick and Tile","Fair (70-79 inches)","No Exposure",0,"Unfinished",0,190,190,"Good",886,0,0,886,0,0,1,0,2,1,4,0,"No Fireplace","Attached to home",1938,"Unfinished",1,273,144,20,80,0,0,0,"No Fence",0,12,2009,"Normal Sale",91300
"496",496,"1-STORY 1945 and OLDER","C (all)",60,7879,"Regular","Inside lot","Iowa DOT and Rail Road","Single-family Detached","One story",4,5,1920,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",495,"Unfinished",0,225,720,"Average/Typical",720,0,0,720,0,0,1,0,2,1,4,0,"No Fireplace","No Garage",1920,"No Garage",0,0,0,523,115,0,0,0,"Good Wood",0,11,2009,"Abnormal Sale -  trade, foreclosure, short sale",34900
"497",497,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,12692,"Slightly irregular","Inside lot","Northridge","Single-family Detached","One story",8,5,1992,1993,"Hip","Brick Face","Brick Face","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",1231,"Unfinished",0,1969,3200,"Excellent",3228,0,0,3228,1,0,3,0,4,1,10,1,"Good - Masonry Fireplace in main level","Attached to home",1992,"Rough Finished",2,546,264,75,291,0,0,0,"No Fence",0,5,2007,"Normal Sale",430000
"498",498,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",60,9120,"Regular","Inside lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",7,6,1925,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",329,"Unfinished",0,697,1026,"Excellent",1133,687,0,1820,1,0,2,0,4,1,8,0,"No Fireplace","Detached from home",1925,"Unfinished",1,240,0,100,0,0,0,0,"Good Privacy",0,6,2008,"Normal Sale",184000
"499",499,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",65,7800,"Regular","Inside lot","Sawyer","Single-family Detached","One story",5,7,1967,2004,"Hip","Hard Board","Hard Board","Brick Face",89,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",450,"Unfinished",0,414,864,"Excellent",899,0,0,899,0,0,1,0,3,1,5,0,"No Fireplace","Attached to home",1967,"Finished",1,288,64,0,0,0,0,0,"Minimum Privacy",0,6,2009,"Normal Sale",130000
"500",500,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,7535,"Slightly irregular","Inside lot","NAmes","Single-family Detached","One story",5,7,1958,1985,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",111,"Low Quality",279,522,912,"Fair",912,0,0,912,0,1,1,0,2,1,5,0,"No Fireplace","Attached to home",1958,"Finished",1,297,12,285,0,0,0,0,"Minimum Wood/Wire",480,6,2007,"Normal Sale",120000
"501",501,"2-STORY PUD - 1946 and NEWER","Residential Medium Density",21,1890,"Regular","Inside lot","Briardale","Twnhs","Two story",6,5,1973,1973,"Gable","Hard Board","Hard Board","Brick Face",285,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",356,"Unfinished",0,316,672,"Average/Typical",672,546,0,1218,0,0,1,1,3,1,7,0,"No Fireplace","Detached from home",1973,"Unfinished",1,264,144,28,0,0,0,0,"No Fence",0,5,2007,"Normal Sale",113000
"502",502,"2-STORY 1946 and NEWER","Floating Village Residential",75,9803,"Regular","Inside lot","Somerset","Single-family Detached","Two story",7,5,2005,2005,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",400,"Unfinished",0,466,866,"Good",866,902,0,1768,0,0,2,1,3,1,7,0,"No Fireplace","Attached to home",2005,"Rough Finished",2,603,0,108,0,0,0,0,"No Fence",0,2,2008,"Normal Sale",226700
"503",503,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,9170,"Regular","Corner lot","Edwards","Single-family Detached","One story",5,7,1965,1965,"Hip","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",698,"Good Living Quarters",96,420,1214,"Excellent",1214,0,0,1214,1,0,1,0,2,1,6,0,"No Fireplace","Detached from home",1965,"Unfinished",2,461,0,0,184,0,0,0,"Good Privacy",400,4,2007,"Normal Sale",140000
"504",504,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",100,15602,"Slightly irregular","Inside lot","Crawford","Single-family Detached","One story",7,8,1959,1997,"Gable","Brick Face","Wood Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",1247,"Unfinished",0,254,1501,"Average/Typical",1801,0,0,1801,1,0,2,0,1,1,6,2,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1959,"Finished",2,484,0,54,0,0,161,0,"Good Wood",0,3,2010,"Normal Sale",289000
"505",505,"2-STORY PUD - 1946 and NEWER","Residential Low Density",24,2308,"Regular","Inside lot","Northpark Villa","Townhouse End Unit","Two story",6,5,1974,1974,"Gable","Plywood","Brk Cmn","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",257,"Average Rec Room",495,103,855,"Average/Typical",855,467,0,1322,0,1,2,1,3,1,6,1,"Fair - Prefabricated Fireplace in basement","Attached to home",1974,"Unfinished",2,440,260,0,0,0,0,0,"No Fence",0,6,2009,"Normal Sale",147000
"506",506,"DUPLEX - ALL STYLES AND AGES","Residential Medium Density",60,7596,"Regular","Inside lot","Old Town","Duplex","Two story",5,5,1952,1952,"Hip","Wood Siding","Wood Siding","Brick Face",360,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,960,960,"Good",960,1000,0,1960,0,0,2,0,4,2,10,0,"No Fireplace","Detached from home",1952,"Unfinished",2,400,0,0,0,0,0,0,"No Fence",0,7,2009,"Normal Sale",124500
"507",507,"2-STORY 1946 and NEWER","Residential Low Density",80,9554,"Slightly irregular","Inside lot","Sawyer West","Single-family Detached","Two story",8,5,1993,1994,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",125,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",380,"Unfinished",0,397,777,"Excellent",1065,846,0,1911,0,0,2,1,3,1,8,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1993,"Rough Finished",2,471,182,81,0,0,0,0,"No Fence",0,9,2006,"Normal Sale",215000
"508",508,"1-STORY 1946 and NEWER ALL STYLES","Floating Village Residential",75,7862,"Slightly irregular","Inside lot","Somerset","Single-family Detached","One story",6,5,2009,2009,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",27,"Unfinished",0,1191,1218,"Excellent",1218,0,0,1218,0,0,2,0,2,1,4,0,"No Fireplace","Attached to home",2009,"Finished",2,676,0,102,0,0,0,0,"No Fence",0,9,2009,"Home was not completed when last assessed (associated with New Homes)",208300
"509",509,"2-STORY 1945 and OLDER","Residential Medium Density",60,9600,"Regular","Inside lot","Old Town","Single-family Detached","Two story",7,9,1928,2005,"Gambrel","Metal Siding","Metal Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",141,"Unfinished",0,548,689,"Excellent",689,689,0,1378,0,0,2,0,3,1,7,1,"Good - Masonry Fireplace in main level","Detached from home",1928,"Unfinished",2,360,0,0,116,0,0,0,"No Fence",0,10,2008,"Normal Sale",161000
"510",510,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",80,9600,"Regular","Corner lot","NAmes","Single-family Detached","One story",5,6,1959,1959,"Gable","Metal Siding","Metal Siding","Brick Face",132,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",991,"Unfinished",0,50,1041,"Excellent",1041,0,0,1041,1,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1959,"Rough Finished",1,270,224,88,0,0,0,0,"Minimum Privacy",0,7,2009,"Normal Sale",124500
"511",511,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",75,14559,"Regular","Inside lot","NAmes","Single-family Detached","One story",5,7,1951,2000,"Hip","Wood Siding","Wood Siding","Brick Common",70,"Good","Cinder Block","Typical (80-89 inches)","No Exposure",650,"Average Rec Room",180,178,1008,"Excellent",1363,0,0,1363,1,0,1,0,2,1,6,2,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Car Port",1951,"Unfinished",1,288,324,42,0,0,168,0,"No Fence",2000,6,2009,"Normal Sale",164900
"512",512,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",40,6792,"Slightly irregular","Inside lot","Northridge Heights","Townhouse End Unit","One story",7,5,2005,2006,"Gable","Vinyl Siding","Vinyl Siding","Stone",94,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1368,1368,"Excellent",1368,0,0,1368,0,0,2,0,2,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",2005,"Rough Finished",2,474,132,35,0,0,0,0,"No Fence",0,3,2006,"Home was not completed when last assessed (associated with New Homes)",202665
"513",513,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,9100,"Regular","Corner lot","NAmes","Single-family Detached","One story",5,5,1958,1958,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",521,"Low Quality",174,169,864,"Average/Typical",864,0,0,864,1,0,1,0,3,1,5,0,"No Fireplace","Detached from home",1964,"Unfinished",2,624,0,0,0,0,0,0,"No Fence",0,7,2006,"Normal Sale",129900
"514",514,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",71,9187,"Regular","Corner lot","Mitchell","Single-family Detached","One story",6,5,1983,1983,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",336,"Unfinished",0,748,1084,"Average/Typical",1080,0,0,1080,0,0,1,1,3,1,5,0,"No Fireplace","Attached to home",1983,"Unfinished",2,484,120,0,158,0,0,0,"No Fence",0,6,2007,"Normal Sale",134000
"515",515,"1-1/2 STORY - UNFINISHED ALL AGES","Residential Low Density",55,10594,"Regular","Inside lot","Crawford","Single-family Detached","One and one-half story: 2nd level unfinished",5,5,1926,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,768,768,"Fair",789,0,0,789,0,0,1,0,2,1,5,0,"No Fireplace","Detached from home",1926,"Unfinished",1,200,0,0,112,0,0,0,"Minimum Privacy",0,6,2007,"Normal Sale",96500
"516",516,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",94,12220,"Regular","Inside lot","Northridge Heights","Single-family Detached","One story",10,5,2009,2009,"Hip","Cement Board","CmentBd","Brick Face",305,"Excellent","Cinder Block","Excellent (100+ inches)","No Exposure",1436,"Unfinished",0,570,2006,"Excellent",2020,0,0,2020,1,0,2,1,3,1,9,1,"Good - Masonry Fireplace in main level","Attached to home",2009,"Finished",3,900,156,54,0,0,0,0,"No Fence",0,9,2009,"Home was not completed when last assessed (associated with New Homes)",402861
"517",517,"SPLIT OR MULTI-LEVEL","Residential Low Density",69,10448,"Slightly irregular","Corner lot","Northwest Ames","Single-family Detached","Split Level",6,6,1972,1972,"Gable","Hard Board","Hard Board","Brick Face",333,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,689,689,"Average/Typical",1378,741,0,2119,0,0,2,1,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1972,"Rough Finished",2,583,0,104,0,0,0,0,"Good Privacy",0,8,2009,"Abnormal Sale -  trade, foreclosure, short sale",158000
"518",518,"2-STORY 1946 and NEWER","Residential Low Density",79,10208,"Slightly irregular","Inside lot","Northridge","Single-family Detached","Two story",7,5,1996,1997,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",921,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1264,1264,"Excellent",1277,1067,0,2344,0,0,2,1,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1996,"Rough Finished",3,889,220,0,0,0,0,0,"No Fence",0,7,2009,"Normal Sale",265000
"519",519,"2-STORY 1946 and NEWER","Residential Low Density",69,9531,"Slightly irregular","Cul-de-sac","College Creek","Single-family Detached","Two story",6,5,1998,1998,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",706,"Unfinished",0,88,794,"Excellent",882,914,0,1796,1,0,2,1,3,1,7,0,"No Fireplace","Attached to home",1998,"Rough Finished",2,546,0,36,0,0,0,0,"Minimum Privacy",0,5,2007,"Normal Sale",211000
"520",520,"2-STORY 1945 and OLDER","Residential Low Density",53,10918,"Regular","Inside lot","Crawford","Single-family Detached","Two story",7,9,1926,2004,"Gambrel","Metal Siding","Metal Siding","None",0,"Good","Brick and Tile","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1276,1276,"Excellent",1276,804,0,2080,0,0,1,1,3,1,9,2,"Good - Masonry Fireplace in main level","Detached from home",1926,"Unfinished",1,282,0,0,0,0,145,0,"Minimum Privacy",0,6,2009,"Normal Sale",234000
"521",521,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Residential Low Density",60,10800,"Regular","Inside lot","Old Town","2fmCon","Two story",4,7,1900,2000,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Brick and Tile","No Basement","No Basement",0,"No Basement",0,0,0,"Average/Typical",694,600,0,1294,0,0,2,0,3,2,7,0,"No Fireplace","No Garage",1900,"No Garage",0,0,220,114,210,0,0,0,"No Fence",0,8,2008,"Normal Sale",106250
"522",522,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",90,11988,"Slightly irregular","Corner lot","NAmes","Single-family Detached","One story",6,6,1957,1957,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",777,"Unfinished",0,467,1244,"Excellent",1244,0,0,1244,0,0,1,1,3,1,6,2,"Good - Masonry Fireplace in main level","Attached to home",1957,"Unfinished",1,336,0,40,0,0,0,0,"No Fence",0,5,2007,"Normal Sale",150000
"523",523,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",50,5000,"Regular","Corner lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",6,7,1947,1950,"Gable","Cement Board","CmentBd","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",399,"Unfinished",0,605,1004,"Excellent",1004,660,0,1664,0,0,2,0,3,1,7,2,"Good - Masonry Fireplace in main level","Detached from home",1950,"Unfinished",2,420,0,24,36,0,0,0,"No Fence",0,10,2006,"Normal Sale",159000
"524",524,"2-STORY 1946 and NEWER","Residential Low Density",130,40094,"Slightly irregular","Inside lot","Edwards","Single-family Detached","Two story",10,5,2007,2008,"Hip","Cement Board","CmentBd","Stone",762,"Excellent","Poured Contrete","Excellent (100+ inches)","Good Exposure",2260,"Unfinished",0,878,3138,"Excellent",3138,1538,0,4676,1,0,3,1,3,1,11,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2007,"Finished",3,884,208,406,0,0,0,0,"No Fence",0,10,2007,"Home was not completed when last assessed (associated with New Homes)",184750
"525",525,"2-STORY 1946 and NEWER","Residential Low Density",95,11787,"Slightly irregular","Inside lot","Northridge","Single-family Detached","Two story",7,5,1996,1997,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",594,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",719,"Unfinished",0,660,1379,"Excellent",1383,1015,0,2398,1,0,2,1,3,1,8,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1996,"Finished",3,834,239,60,0,0,0,0,"No Fence",0,8,2007,"Normal Sale",315750
"526",526,"1-STORY 1946 and NEWER ALL STYLES","Floating Village Residential",62,7500,"Regular","Inside lot","Somerset","Single-family Detached","One story",7,5,2005,2005,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1257,1257,"Excellent",1266,0,0,1266,0,0,2,0,3,1,6,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",2005,"Unfinished",2,453,38,144,0,0,0,0,"No Fence",0,4,2006,"Normal Sale",176000
